,answer
170,증권사 스팩은 Special Purpose Acquistion Company의 약자로서 한글로 직역하게 되면 기업인수목적회사를 말합니다. 이러한 스팩은 일종의 페이퍼 컴퍼니로서 다수의 투자자로부터 공모형식으로 자금을 모아 회사를 만들게 되며 보통은 3년 기간안에 타 법인을 인수합병을 하기 위한 목적으로 만들어지게 됩니다. 이 스팩주는 특별한 일이 없는 이상 보통 공모가 2천원에서 움직임이 없고 거래량이 매우 적습니다. 그리고 만약 정해진 기간엔에  를 하지 못하게 되는 경우 이 스팩에 투자한 투자자들에게 스팩을 청산하여 투자한 원금과 이자를 돌려주게 됩니다. 그래서 스팩 투자는 공모가 2천원 이하의 금애에서 매수하셨다면 안전한 투자로 생각할 수 있는 것입니다.
171,스팩주에 대해 문의주셨는데요. 이제 막 공부를 시작하는 단계라고 말씀하시니 간단하게 설명드리자면 스팩은 스팩주와 같은 의미이구요. 투자자들로부터 자금을 조달받아 기존의 기업 인수합병 및 주식 상장을 위해 설립된 회사입니다. 증권사마다 이름이 상이한 건 증권사별로 스팩주를 공모하기 때문이구요. 예를 들어 상상인증권에서 공모하는 스팩주는 호 스팩 이라는 명칭으로투자자분들의 공모금을 받고 상장한 후 인수합병 할 기업을 찾게됩니다. 3년 이내로 인수합병에 성공할 경우 기업 가치에 따라 주가가 상승하기 때문에 수익을 얻을 가능성이 있습니다.
172,한국에서 SPAC은 특수 목적 인수 회사 의 약자로 다른 회사를 인수하거나 합병하기 위해  초기 공모를 통해 자본을 조달하는 데 사용되는 투자 수단의 일종입니다. SPAC는 일반적으로 수명이 제한되어 있으며 이 기간 동안 일반적으로 2년 이내에 대상 회사를 식별하고 인수해야 합니다. 피인수기업이 인수 합병되면 SPAC는 해산되고 SPAC의 주주는 새로 인수 합병되는 기업의 주주가 됩니다.
173,"스팩과 같은 경우에는 페이퍼컴퍼니를 말하며, 상장하고자 하는 회사와 합병하는 방법으로 주식시장에 상장하게 됩니다."
174,공모가와 상장가는 동일하지만 상장하는 시점부터 가격의 변동폭이 큽니다. 
175,"가족간에 실명 계좌에 입금을 하고 공모추 청약을 한 이후 공모주를 배정받은 이후 자금을 다시 이체하여 주고 향후 공모주가 상장되는 경우 매도하여 매도자금을 돌려주는 경우에 우리나라의 현행 상속세 및 증여세 법상 증여세 과세문제가 불거질 수 있습니다. 자금의 차입거래로 보는 경우, 증여세 과세문제는 없으나, 자금 차입액이 2.17억원 초과하고무이자로 차입한 경우 연간 4~6% 이자를 계산하여 증여세를 과세합니다. 계좌에 입금된 것을 증여추정으로 보는 경우 실명 계좌에 입금된 시점에 증여추정으로 보아 증여세 과세할 수 있습니다. 차명계좌로 보는 경우 별도의 세금 과세는 하지 않으나 차명으로 인정되는 것이 쉽지가 않습니다."
176," 공모주 청약을 주관하는 미래에셋 M-STOCK에서 계좌를 개설하셔야 하고, 종합위탁 중개형  공모주 청약일에 청약 대금을 납입하신 후 청약을 하시면 됩니다. 즉, 제일 먼저 해야할 일은 바로 계좌 개설이라 할 수 있습니다."
177,공모주 청약에서 균등배분 방식과 비례배분 방식은 두 가지 주요한 분배 방식입니다. 균등배분 방식 모든 신청자에게 동일한 수량의 주식을 배정하는 방식입니다. 이 방식은 주식을 처음으로 신청하는 초보 투자자나 소액으로 투자하는 개인 투자자들에게 유리합니다. 비례배분 방식 신청한 주식 수량에 비례해서 주식을 배분하는 방식입니다. 이 방식은 대량으로 주식을 신청하는 대형 투자자나 기관 투자자들에게 유리합니다. 공모주 청약에서는 일반적으로 주식의 수요와 공급 상황 시장 환경 등을 고려해 균등배분과 비례배분 중 하나의 방식을 선택하여 배분합니다. 이때 신청자는 신청서에 균등배분과 비례배분 중 원하는 방식을 선택할 수 있습니다.
178,"각 배정방식에 대해서 설명 드리도록 할게요! 균등배정 방식이 방식은 돈을 더 투자한다고 많이 받는 방식이 아니며 청약을 신청한 수량에 관계 없이 일정한 물량을 총 청약한 사람수로 나누어 배분하는 방식입니다. 예를 들면, A는 1 000주를 청약하고 B는 10주를 청약한 상황인데 총 배정하는 주식이 20주가 되는 경우 청약한 사람이 2명이라고 간단하게 가정할게요. A도 10주, B도 10주를 받아가게 됩니다. 비례배정 방식은 많은 공모주 수량을 신청하는 만큼 더 많은 주식을 배정받는 방식을 말합니다. 즉, 투자하는 금액이 많을수록 많은 주식을 배정받게 되는데요. 예를 들어서 A는 1000주를 청약했고 B는 10주를 청약한 상황에서 경쟁률이 10:1이었다면 A는 100주를 받아가고 B는 1주를 받아가게 됩니다."
179,우선 상장기업에서 원하는 가격범위를 제시하고 이후에 기관들이 원하는 가격을 제시하면서공모가가 결정됩니다. 이후 상장을 진행하게 되면 투자자들에 의해 가격이 정해지는 것과 비슷한 원리입니다. 
180,상장을 하려면 주관사를 선정해야 하는데요. 주관사에서 실사를 통하여 기업가치를 산출하게 됩니다. 그런 다음 이 기업가치에 일정 할인율을 적용해서 희망 공모가 범위가 결정이 됩니다. 마지막으로는 수요예측이라는 과정을 거치게 되는데요. 수요 예측을 통하여 최종 공모가가 산정되게 됩니다 수요예측은 기관투자자들이 참여하게 됩니다.
181,"공모주의 경우 우선 미래에셋 M-STOCK에 회원가입 및 계좌 개설을 하시고, 공모주 일정에 따라 금액을 준비하고, 청약을 진행하시면 됩니다. 공모주의 경우 사실 가격에 대한 변동성이 있으나 2023년 초 상장한 공모주의 경우 상대적으로 높은 수익률을 기록하였습니다."
182,공모주란 새로 상장되는 기업이 처음으로 주식을 발행하여 일반 투자자에게 판매하는 것을 말합니다. 공모주 신청은 일반적으로 상장 예정일의 1~2주 전에 시작되며 흔히 경쟁률 이라는 용어가 사용됩니다. 경쟁률이란 투자자들이 신청한 주식 수 대비 실제로 발행되는 주식 수의 비율을 말하는데 경쟁률이 높을수록 공모주에 대한 수요가 많은 것을 의미합니다. 공모주 투자는 일반적으로 상장 이후의 가격 상승을 기대하기 때문에 수익을 추구하는 투자 방법입니다. 그러나 새로운 기업의 주식이기 때문에 예측이 어렵고 상장 직후의 주가 변동이 심할 수 있기 때문에 투자는 항상 위험을 동반합니다. 또한 경쟁률이 높은 공모주는 실제로 투자하기 어려울 수 있기 때문에 유의해야 합니다. 앞으로의 공모주 시장 전망은 예측하기 어렵습니다. 공모주가 상장되는 시장은 불확실성이 높기 때문에 투자자들은 항상 경계를 기하고 적극적으로 정보를 수집해야 합니다. 
183,공모전 수요예측에 대해서는 기관에 배정된 물량에 대해 기관수요자를 대상으로 수요예측을 진행합니다.
184,공모주 수요예측은 일반적으로 금융 기관의 연구팀에서 수행됩니다. 경제 전망 산업 동향 기업 가치평가 등을 고려하여 공모주에 대한 수요와 인기를 예측하고 해당 예측을 바탕으로 공모주 발행 기업에게 자료를 제공합니다.
185,락업 때문에 그렇습니다 락업은 주식을 일정기간동안 매도하지 못하게 막아놓는 것을 말합니다. 우리사주의 경우 그 물량이 많고 일반인들에 비해 유리한 위치라 6개월에서 1년 정도의 락업을 대부분 합니다. 회사가 성장이 확실하고 경기가 좋아 주가가 올라갈 것이 확실하다면 대부분 참여를 하겠지만 그 반대라면 락업이 해제 될 때까지 주가가 떨어질 수 있어 손실을 우려하여 참여를 하지 않은 것 같습니다. 
186,공모주의 경우 일반인들이 참여하면 상장 당일날에 바로 매도가 가능하기 때문에 제약이 없습니다. 하지만 우리사주로 해서 공모주를 배정받는 경우에는 1년간의 보호예수 기간이 있어서 바로 매도를 하지 못합니다. 최근에 증시를 보면 상장 후에 주가가 하락하는 경우가 많았고 유명한 주식 또한 우리사주를 샀던 이들 중에 몇억원의 손실을 본 분도 이 1년간의 매도제한 때문에 주식을 팔지 못하였기 때문에 발생한 것입니다. 그래서 이러한 매도제한이 큰 제약이고 증시에 대한 불안감이 크다 보니 우리사주에 참여를 안했다고 보시면 좋을 것 같습니다. 
187,"자녀의 계좌를 빌린 경우, 즉 차명인지 또는 실제 증여인 지 여부에 따라 증여세 과세여부가 달라집니다. "
188,0주 배정 시에는 별도 청약수수료는 없습니다.
189,공모주 청약은 코스피나 코스닥에 상장하는 회사의 주식을 받기 위하여 청약하는 것을 의미합니다. 먼저 공모주 일정을 파악해서 내가 청약을 하고 싶은 주식을 받고 싶은 회사를 정해야 합니다. 그리고 청약이 가능한 증권사에 계좌를 개설해야 합니다. 각 회사마다 청약 가능한 종목이 다르거든요. 그런 다음 청약증거금을 넣고 주식을 배당받으면 증거금에 대해서 환 금이 청약 2일차에 입금이 됩니다.
190,주관사들의 입장에서 공모주를 하게 되는 것은 해당 기업의 공모를 통해서 높은 수익을 거둘 수 있기 때문입니다. 보통은 주관사들이 기업의 공모를 성공적으로 마무리를 하게 되면 배정받았던 해당 업체의 주식외에도 에 따른 성공 보수를 받게 되는데 이 수익이 매우 크다 보니 주관사들은 공모를 할 업체들을 적극적으로 발굴하기 위해 노력하고 공모를 하기 전에 업체들에 대한 투자를 미리 하여 수익을 극대화하는 방향으로 영업을 하게 되는 것입니다 
191,"균등배정은 청약금액과 관계없이 청약계좌 당 나누어주는 배정이고, 비례배정은 청약금액에 비례해서 나누어주는 배정입니다."
192,개인도 균등배정과 비례배정 모두 진행이 가능합니다.
193,복수배정방식 균등 비례 비례배정은 별도로 신청하는 것이 아니라 청약수량에 따라 공모주에 청약한 금액에 따라 배정받게 되는 것입니다.
194,"신청할 때 구분해서 신청하지 않으며, 균등배정은 최소청약단위 10주 20주 등 청약하면 적어도 1주는 배정해주는 것입니다. 단, 경쟁률이 아주 높을 시 배정되지 않을 수 있습니다. 비례배정은 많은 금액을 청약한 사람에게 많이주는 배정의 방식입니다. "
195,"균등배정의 경우는 청약금액과 관계없이 청약을 진행한 인원수에 맞춰 주식을 배정하는 방법이고, 비례배정의 경우 총 청약대금에서 자신의 청약대금의 비율에 따라 주식을 배정받는 방법입니다. 따라서, 비례배정의 금액 청약금액이 적을 경우에는 주식을 배정받지 못할 가능성이 높습니다. "
